ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
565,simple,D088,DS3231 AT24C32 IIC High Precision RTC Module Clock Time Module wihout battery,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Size: 38mm (length) * 22mm (W) * 14mm (height)</li>
 	<li>Weight: 8g</li>
 	<li>Operating voltage :3.3 - 5 .5 V</li>
 	<li>clock chip: high-precision clock chip DS3231</li>
 	<li>Clock Accuracy :0-40 ø range, the accuracy 2ppm, the error was about 1 minute</li>
 	<li>calendar alarm clock with two</li>
 	<li>programmable square-wave output</li>
 	<li>Real time clock generator seconds, minutes, hours, day, date, month and year timing and provide valid until the year 2100 leap year compensation</li>
 	<li>chip temperature sensor comes with an accuracy of ñ 3 ø</li>
 	<li>memory chips: AT24C32 (storage capacity 32K)</li>
 	<li>IIC bus interface, the maximum transmission speed of 400KHz (working voltage of 5V)</li>
 	<li>can be cascaded with other IIC device, 24C32 addresses can be shorted A0/A1/A2 modify default address is 0x57</li>
 	<li>with rechargeable battery LIR2032, to ensure the system after power failure, the clock move any natural normal</li>
</ul>
</div>
<div class=""box"">

<strong><span style=""font-size: large;"">Wiring Instruction :-</span></strong>
<ul>
 	<li>SCL ? A5</li>
 	<li>SDA ? A4</li>
 	<li>VCC ? 5V</li>
 	<li>GND ? GND</li>
</ul>
</div>
<div class=""box""><strong>Package Contents :-</strong><span style=""font-size: medium;"">
</span>
<ul>
 	<li>ÿÿ 1 x DS3231 module a (tested good antistatic packaging )</li>
</ul>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,97,"Aurdino, Raspberry Pi","at24c32, Clock, memory module, rtc, timer",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/3-16.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/3-16.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-26.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-21.jpg",,,,,,,,,0
566,simple,D106,10 Pcs/Lot Active Passive Buzzer Alarm speaker 5V 12mm Diameter,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Diameter: 12mm.</li>
 	<li>Length: 9.5mm.</li>
 	<li>Input Voltage: 3.5-5.5V.</li>
 	<li>Current: &lt;25mA.</li>
 	<li>Frequency: 2300 +/-500Hz.</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>

&nbsp;
<ul>
 	<li>ÿ10 x 5v Active Buzzer Magnetic Long Continous Beep Tone Alarm Ringer 12mm</li>
</ul>
</div>",,,taxable,,1,25,,0,0,,,,,1,,,168,Aurdino,"5V, Sounder speaker Buzzer",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D106.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D106.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D106a.jpg",,,,,,,,,0
571,simple,D089,8-channel 5v relay module relay expansion board with optocoupler isolation For arduino panel,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">For Arduino panel Best in quality, price &amp; support</h2>","<div><strong><span style=""font-size: x-large;"">Product Description:-</span></strong></div>
<div>
<ul>
 	<li>
<div><span style=""font-size: large;"">This item is a 5V 8-Channel Relay interface board,It can be controlled directly by a wide range of microcontrollers such as forÿArduino, AVR, PIC, ARM and so on.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">8-Channel Relay interface board.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">Each one needs 15-20mA Driver Current.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">Equiped with high-current relay : DC30V 10A AC250V 10A.</span></div></li>
 	<li><span style=""font-size: large;"">Each relay has normally open and normally closed contact.</span></li>
 	<li>
<div><span style=""font-size: large;"">The 8 channels are optically isolated, safe, reliable, anti-interference.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">Can be selected by jumper relay and TTL or ground.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">With power indicator,8-way road has a status indicator.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">With a relay coil to absorb the diode protection.</span></div></li>
 	<li>
<div><span style=""font-size: large;"">The circuit board size 140mm X 55mm</span></div></li>
 	<li>
<div><span style=""font-size: large;"">Mounting hole size 133mm X 40mm</span></div></li>
</ul>
<div><strong><span style=""font-family: 'Open Sans', Arial, Helvetica, sans-serif, SimSun, ??; font-size: large;"">ÿ</span></strong></div>
<div><strong><span style=""font-size: x-large;"">Package Include:-</span></strong></div>
<div><span style=""font-size: x-large;"">ÿ</span></div>
<div><span style=""font-size: large;"">ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ ÿ 1x ÿWith optocoupler 8 channel 8-channel relay control panel PLC relay 5V module for arduino</span></div>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,575,Aurdino,"8channel, isolation, optocopler, realy realy module",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-27.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-27.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-22.jpg",,,,,,,,,0
574,simple,D108,20 Pcs Tactile Push Button Switch 6x6x5mm,1,0,visible,"<div class="""">
<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>
</div>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Temperature: -25 ø ~ + -85 ø C</li>
 	<li>Rated Load: DC12V 0.1A</li>
 	<li>Contact Resistance: &lt;= 0.03</li>
 	<li>Withstand Voltage: AC250 V (50Hz) / MIN</li>
 	<li>Actuation Force: 1.3 + -0.5N</li>
 	<li>Lnsulation Resistance:&gt; = 100</li>
 	<li>Life: 100000 times (times)</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>

&nbsp;
<ul>
 	<li>20 ÿPcs Tactile Push Button Switch 6x6x5mm</li>
</ul>
</div>",,,taxable,,1,28,,0,0,,,,,1,,,236,Aurdino,"Push Button, switch, Tactile",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-1.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D108a.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D108b.jpg",,,,,,,,,0
580,simple,D109,5 Pcs 650nm 5V 6mm 5mW Laser Dot Diode Module Red Laser Copper Head for Arduino,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Output Power: 5mW</li>
 	<li>Wavelength: 650nm</li>
 	<li>Working Voltage: 3v - 5V</li>
 	<li>Laser Shape &amp; Colour: Red Dot</li>
 	<li>Working temperature: -10 ?~?40 ?</li>
 	<li>Housing material: Metallic</li>
 	<li>Dimensions: 6 * 18 mm(diameter*length)</li>
 	<li>Outer diameter: 6mm</li>
 	<li>Operating Current: &lt;40mA</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>
<ul>
 	<li>5 Pcs 650nm 5V 6mm 5mW Laser Dot Diode Module Red Laser Copper Head</li>
</ul>
</div>",,,taxable,,1,30,,0,0,,,,,1,,,183,Aurdino,"5mW, 5V, 650nm, 6mm, arduino, Copper Head, Dot Diode, Laser, Red Laser",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D109.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D109.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D109b.jpg",,,,,,,,,0
581,simple,D090,12V 16 Channel Relay Module for Arduino DSP AVR PIC ARM UNO MEGA 2560 R3 ATMEL,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">ATMEGA 1280 Best in quality, price &amp; support</h2>","<div><strong>Package Include:-</strong></div>
<div></div>
<div>ÿ ÿ ÿ 1x ÿ16-channel relay control panel PLC relay 12V module for arduino</div>",,,taxable,,0,0,,0,0,,,,,1,,,1446,Aurdino,"16CHANNEL, isolation, optocopler, realy realy module",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-28.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-28.jpg",,,,,,,,,0
586,simple,D110,KY-040 Rotary Encoder Module Brick Sensor for arduino,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box"">

<span style=""font-size: medium;"">Description :-</span>

<span style=""font-size: medium;"">The KY-040 Rotary Encoder Module, is an incremental electro-mechanical device that converts the angular position or motion of a shaft or axle to digital code. The output of incremental encoders provides information about the motion of the shaft, which is typically further processed in processor / controllers into information such as speed, distance, and position.ÿ</span>
<ul>
 	<li>Cycles per revolution (CPR) 20</li>
 	<li>Working voltage 0 - 5V</li>
 	<li>Size 32 ? 19 ? 30mm</li>
 	<li>Weight 10g</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>

&nbsp;
<ul>
 	<li>ÿ1 x ÿKY-040 Rotary Encoder Module Brick Sensor ÿfor arduino</li>
</ul>
</div>",,,taxable,,1,2,,0,0,,,,,1,,,224,Aurdino,"arduino, Brick Sensor, KY-040, Rotary Encoder Module",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D110.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D110.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D110a.jpg",,,,,,,,,0
589,simple,D091,128*64 DOTS LCD module 5V Yellow and green with backlight ST7920 for arduino/pi,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>Type: HJ12864ZW</li>
 	<li>Controller: ST7920</li>
 	<li>Display color: Yellow and green screen</li>
 	<li>Other features:</li>
 	<li>5V logic power supply</li>
 	<li>parallel communication</li>
 	<li>high reliability</li>
 	<li>wide temperature range</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong>

</span>
<ul>
 	<li>ÿÿ 1 xÿ128*64 DOTS LCD module 5V Yellow and green with backlight ST7920 for arduino/</li>
</ul>
</div>",,,taxable,,1,3,,0,0,,,,,1,,,822,Aurdino,"128*64, lcd, screen, yellow",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/TG.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/12-2.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/TG.jpg",,,,,,,,,0
590,simple,D111,8-Bit LED Digital Tube 8 KeyS TM1638 Display module for AVR Arduino ARM,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box"">

<span style=""font-size: large;""><b>Description :-</b></span>
<ul>
 	<li>8 Bits. 8 keys. 8 LEDs.</li>
 	<li>8 digital tubes. common cathode LED digital tube.</li>
 	<li>With TM1638 Chip this module gather more than three common SCM peripheral circuits.</li>
 	<li>The advantage is only three IO ports will be occupied when it drives.</li>
 	<li>SCM doesn't need to work for scanning display and key scanning.</li>
 	<li>It only need to read the relevant register to send display data or test button so it save MCU resources effectively.</li>
 	<li>Keys are sensitive and display effectively.</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;"">Sepcification :-</span>
<ul>
 	<li>The rated voltage: DC12V</li>
 	<li>Voltage range: DC7.0 V-13.6 V</li>
 	<li>The input power: 0.24 A</li>
 	<li>The rated speed: 9500 R.P.M</li>
 	<li>Temperature range:-10-70C</li>
 	<li>expect life: 25C L10 when expected life 50000 hours</li>
 	<li>The biggest air volume: 26.8 m / h</li>
 	<li>Minimum wind pressure : 0.. 120 Pa</li>
 	<li>Noise index : 41.9 dB (A)</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>

&nbsp;
<ul>
 	<li>ÿ1 x ÿ8-Bit LED Digital Tube 8 KeyS TM1638 Display module for AVR Arduino ARM</li>
</ul>
</div>",,,taxable,,1,4,,0,0,,,,,1,,,403,Aurdino,"8 KeyS, 8-Bit, arduino, ARM, avr, Digital Tube, Display module, LED, TM1638",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/CropperCapture1-3.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/CropperCapture1-3.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D111.jpg",,,,,,,,,0
595,simple,D093,1602 162 16*2 LCD 5V Yellow and Green module for arduino/pi,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>LCD display module with Yellow blacklight.</li>
 	<li>Wide viewing angle and high contrast.</li>
 	<li>Built-in industry standard HD44780 equivalent LCD controller.</li>
 	<li>Commonly used in: copiers, fax machines, laser printers, industrial test equipment, networking equipment such as routers and storage devices.</li>
 	<li>LCM type: Characters</li>
 	<li>Can display 2-lines X 16-characters.</li>
 	<li>Operate with 5V DC.</li>
 	<li>Module dimension: 80mm x 35mm x 11mm.</li>
 	<li>Viewing area size: 64.5mm x 16mm</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;""><strong>Package Contents :-</strong></span>
</span>
<ul>
 	<li>1 x 1602 162 16*2 LCD 5V Yellow and Green module for arduino/pi</li>
</ul>
</div>",,,taxable,,1,6,,0,0,,,,,1,,,165,Aurdino,"16*2, lcd, screen, yellow",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-30.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-29.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-23.jpg",,,,,,,,,0
598,simple,D112,PCA9685 16-Ch 12-bit PWM Driver I2C Module For Arduino/pi populated,1,0,visible,"<div class="""">
<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>
</div>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>You want to make a robot, When we saw this chip, we quickly realized what an excellent add-on this would be. Using only two pins,
control 16 free-running PWM outputs!<span style=""font-size: medium;"">I2C input, control 16 PWM output, you can control the 16 way servo motor.</span>
<ul>
 	<li>Frequency: 40-1000Hz.</li>
 	<li>Channel number: 16 channel.</li>
 	<li>Resolution: 12 bit.</li>
 	<li>Voltage: DC 5-10V</li>
 	<li>Size: 60*25mm</li>
 	<li>Color: blue</li>
 	<li>Net Weight: 12 g</li>
</ul>
</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span></span>
<ul>
 	<li>1 x PCA9685 16-Ch 12-bit PWM Driver I2C Module For Arduino</li>
</ul>
</div>",,,taxable,,0,,,0,0,,,,,1,,,398,Aurdino,"12 bit, 16-Ch, arduino, I2C Module, PCA9685, pi, populated, PWM Driver",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D112.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D112.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D112a.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D112b.jpg",,,,,,,,,0
605,simple,D113,UNO R3 MEGA328P+2.4 Inch TFT Touch LCD Screen+USB able For Arduino UNO,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div id=""ds_div"">

<span style=""font-size: x-large;"">Description:</span>

<span style=""font-size: large;"">LCD Parameters:</span>

<span style=""font-size: large;"">Dimension :3.95 inch</span>

<span style=""font-size: large;"">Controller :R61581</span>

<span style=""font-size: large;"">Resolution: 400*270</span>

<span style=""font-size: large;"">data bits:ÿ8 -16</span>

<span style=""font-size: large;"">Interface pin number :36 pin</span>

<span style=""font-size: large;"">Distance:1 mm</span>

<span style=""font-size: large;"">ÿ</span>

<span style=""font-size: x-large;"">Features:</span>

<span style=""font-size: large;"">TFT Touch Screenÿ</span>

<span style=""font-size: large;"">SD Card Slot</span>

&nbsp;

<span style=""font-size: x-large;"">Best Device for making Display based Products or DIY Projects.</span>

<span style=""font-size: x-large;"">Package Includes:</span>

<span style=""font-size: large;"">1xÿUNO R3 MEGA328P+2.4 Inch TFT Touch LCD Screen+USB able For Arduino UNO</span>

</div>",,,taxable,,0,0,,0,0,,,,,1,,,976,Aurdino,"2.4 Inch TFT, MEGA328P, r3, Touch LCD Screen, uno, USB cable Arduino",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D113a.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D113.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D113a.jpg",,,,,,,,,0
608,simple,D094,"USBasp USB ISP 3.3V/5V AVR Programmer ATMEGA +10PIN, easy kk programmer",1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>
<ul>
 	<li>On-board ATMega8 ?L?</li>
 	<li>With power and programming indicator light</li>
 	<li>On-board overcurrent protection</li>
 	<li>Technical Parameters</li>
 	<li>Color: As shown in the picture</li>
 	<li>Support 5V and 3.3V power supply</li>
</ul>
</div>
<div class=""box"">

<span style=""font-size: medium;""><strong><span style=""font-size: large;"">Package Contents :-</span></strong></span>

&nbsp;
<ul>
 	<li>ÿ ÿ 1 x ÿProgrammer</li>
 	<li>ÿ ÿ 1 x ÿR ibbon cable</li>
</ul>
</div>",,,taxable,,1,1,,0,0,,,,,1,,,319,Aurdino,"atmega+10 pin, avr, isp, programer, USB",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-31.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-31.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-24.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/3-17.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/4-16.jpg",,,,,,,,,0
609,simple,D116,2pcs TCRT5000 Infrared Reflective Optical Sensor IR Barrier Line Track Sensor,1,0,visible,"<div class="""">
<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>
</div>","<div class=""box""><span style=""font-size: large;""><b>Description :-</b>
</span>TCRT5000 sensor of infrared emission diode constantly launch infrared, the infrared ray is emitted when the intensity of reflected back has not been reflected or but is not big enough, the light activated triode has been in the off state, the output end of the module at this time for the high level, indicating diode has been put out state; Detected objects appear within the scope of testing, infrared light is reflected back and strength is enough big, light activated triode saturation, at this time the output of the module for the low level, instructs the diode lights

Mini 3A DC-DC Converter Adjustable Step down Power Supply Module replace LM2596s

Can be used for DIY mobile power, monitor power supply, power buggies, camera power supply, car power, communications equipment supply, various right size and weight for demanding applications (such as aviation models, etc.).</div>
<div class=""box""><span style=""font-size: medium;""><span style=""font-size: large;"">Package Contents :-</span>

</span>
<ul>
 	<li>ÿ2 x TCRT5000 Reflective Optical Sensor Infrared IR 950mm 5V3A 12mm</li>
</ul>
</div>",,,taxable,,0,0,,0,0,,,,,1,,,41,Aurdino,"Barrier Line, Infrared Reflective, IR, Optical Sensor, TCRT5000, Track Sensor",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D116a.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D116.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D116a.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D116b.jpg",,,,,,,,,0
617,simple,D117,Gas detection module MQ-2 MQ-3 MQ-4 MQ-5 MQ-6 MQ-7 MQ-8 MQ-9 MQ-135 sensor module each of them 1pcs total 9pcs sensor kit,1,0,visible,"<h2 id=""subTitle"" class=""it-sttl"">Best in quality, price &amp; support support@hoverbirds.in</h2>","<div class=""ui-box-title"">Product Description</div>
<div class=""ui-box-body"">
<div class=""description-content"" data-role=""description"" data-spm=""1000023"">
<div>
<div>

Gas detection module MQ-2 MQ-3 MQ-4 MQ-5 MQ-6 MQ-7 MQ-8 MQ-9 MQ-135 senso module each of them 1pcs total 9pcs sensor kit
<div class=""ui-box-title"">Packaging Details</div>
<div class=""ui-box-body"">
<ul class=""product-packaging-list util-clearfix"">
 	<li class=""packaging-item""><span class=""packaging-title"">Unit Type:</span> <span class=""packaging-des"">lot (9 pieces/lot)</span></li>
 	<li class=""packaging-item""><span class=""packaging-title"">Package Weight:</span> <span class=""packaging-des"">0.35kg (0.77lb.)</span></li>
 	<li class=""packaging-item""><span class=""packaging-title"">Package Size:</span> <span class=""packaging-des"">12cm x 12cm x 8cm (4.72in x 4.72in x 3.15in)</span></li>
</ul>
</div>
</div>
</div>
</div>
</div>",,,taxable,,1,7,,0,0,,,,,1,,,1668,Aurdino,"Gas detection module, MQ-135, MQ-2, MQ-3, MQ-4, MQ-5, MQ-6, MQ-7, MQ-8, MQ-9, sensor module",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D117.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D117.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/D117a.jpg",,,,,,,,,0
618,simple,D095,Arduino cnc shield v3 engraving machine/3D Printer/A4988 driver GRBL compatible,1,0,visible,,"<div class=""box""><span style=""font-size: large;""><strong>Description :-</strong><b>

</b></span><span style=""font-size: medium;"">ÿThis expansion board as a driver expansion board, can be used for engraving machines, 3D printers.</span><span style=""font-size: medium;"">ÿIt has total of four slots, can drive four A4988 stepper motor.</span><span style=""font-size: medium;"">ÿEach ÿstepper motor only ÿ ÿ ÿ ÿneed two IO ports. In other words,six IO ports can be well managed for three stepper motors.

</span><span style=""font-size: medium;"">Latest Arduino CNC Shield Version 3.03
</span><span style=""font-size: medium;"">
</span><span style=""font-size: medium;"">GRBL 0.8c compatible. (Open source firmware that runs on an Arduino UNO that turns G-code commands into stepper signals)</span><span style=""font-size: medium;"">4-Axis support (X, Y, Z , A-Can duplicate X,Y,Z or do a full 4th axis with custom firmware using pins D12 and D13)</span><span style=""font-size: medium;"">2 x End stops for each axis (6 in total)ÿ</span><span style=""font-size: medium;"">Spindle enable and directionÿ</span><span style=""font-size: medium;"">Coolant enableÿ</span><span style=""font-size: medium;"">Uses removable Pololu A4988 compatible stepper drivers. (A4988, DRV8825 and others)ÿ</span><span style=""font-size: medium;"">Jumpers to set the Micro-Stepping for the stepper drivers. (Some drivers like the DRV8825 can do up to 1/32 micro-stepping )ÿ</span><span style=""font-size: medium;"">Compact design.ÿ</span><span style=""font-size: medium;"">Stepper Motors can be connected with 4 pin molex connectors or soldered in place.ÿ</span><span style=""font-size: medium;"">Runs on 12-36V DC. (At the moment only the Pololu DRV8825 drivers can handle up to 36V so please consider the operation voltage when powering the board.)</span><span style=""font-size: medium;"">
</span>Useful tutorials:<span style=""font-size: medium;"">
</span>
<ul>
 	<li>http://blog.protoneer.co.nz/arduino-cnc-shield/</li>
 	<li>https://github.com/grbl/grbl/wiki/Connecting-GrblPackage</li>
</ul>
</div>
<div class=""box""><strong>Package Contents :-</strong><b>
</b>
<span style=""font-size: medium;"">1 x Arduino cnc shield v3 engraving machine/3D Printer/A4988 driver GRBL compatible



</span><span style=""font-size: large;""><strong>Not Included :-ÿ</strong>

</span>
<ul>
 	<li>Arduino UNO</li>
 	<li>Stepper Motor</li>
</ul>
</div>",,,taxable,,1,2,,0,0,,,,,1,,,447,Aurdino,"cnc, machine, shield, v3",,"http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/1-32.jpg, http://store.hoverbirds.in/wp-content/uploads/sites/2/2017/05/2-25.jpg",,,,,,,,,0
